seq_no,meter_id,equipment_disagg_start,equipment_disagg_end,equipment_type,equipment_detected,direction,meter_consumption,equipment_consumption,uom
351,8231929,1722470400,1725061500,PV,n,-1,5409.468,0.0,kwh
352,8231929,1722470400,1725061500,other,y,1,5409.468,4295.336759242531,kwh
353,7249118,1722470400,1725061500,EV,y,1,5350.588,58.52969658792035,kwh
354,7249118,1722470400,1725061500,AC,y,1,5350.588,1184.8031165520022,kwh
355,7249118,1722470400,1725061500,PV,n,-1,5350.588,0.0,kwh
356,7249118,1722470400,1725061500,other,y,1,5350.588,4107.255185319713,kwh
357,7858590,1722470400,1725061500,EV,y,1,7158.968,88.9330951847265,kwh
358,7858590,1722470400,1725061500,AC,y,1,7158.968,1182.673928824273,kwh
359,7858590,1722470400,1725061500,PV,n,-1,7158.968,0.0,kwh
360,7858590,1722470400,1725061500,other,y,1,7158.968,5887.360974288807,kwh
361,8237372,1722470400,1725061500,EV,y,1,6758.96,70.82344839315233,kwh
362,8237372,1722470400,1725061500,AC,y,1,6758.96,1254.0394197013834,kwh
363,8237372,1722470400,1725061500,PV,n,-1,6758.96,0.0,kwh
364,8237372,1722470400,1725061500,other,y,1,6758.96,5434.097132536758,kwh
365,14110308,1722470400,1725061500,EV,y,1,5488.864,68.18383041470192,kwh
366,14110308,1722470400,1725061500,AC,y,1,5488.864,1078.2111652201502,kwh
367,14110308,1722470400,1725061500,PV,n,-1,5488.864,0.0,kwh
368,14110308,1722470400,1725061500,other,y,1,5488.864,4342.46900196288,kwh
369,7059735,1722470400,1725061500,EV,y,1,2343.948,48.19374858192816,kwh
370,7059735,1722470400,1725061500,AC,y,1,2343.948,799.0432918218269,kwh
371,7059735,1722470400,1725061500,PV,n,-1,2343.948,0.0,kwh
372,7059735,1722470400,1725061500,other,y,1,2343.948,1496.7109566220004,kwh
373,12282360,1722470400,1725061500,EV,y,1,3381.748,50.09232602382607,kwh
374,12282360,1722470400,1725061500,AC,y,1,3381.748,953.2079385188214,kwh
375,12282360,1722470400,1725061500,PV,n,-1,3381.748,0.0,kwh
376,12282360,1722470400,1725061500,other,y,1,3381.748,2378.4477335817987,kwh
377,8668767,1722470400,1725061500,EV,y,1,3208.136,46.14675673895743,kwh
378,8668767,1722470400,1725061500,AC,y,1,3208.136,818.0769607199989,kwh
379,8668767,1722470400,1725061500,PV,n,-1,3208.136,0.0,kwh
380,8668767,1722470400,1725061500,other,y,1,3208.136,2343.9122800789632,kwh
381,8685354,1722470400,1725061500,EV,y,1,5593.031976,76.89270263691321,kwh
382,8685354,1722470400,1725061500,AC,y,1,5593.031976,1010.9537465407934,kwh
383,8685354,1722470400,1725061500,PV,n,-1,5593.031976,0.0,kwh
384,8685354,1722470400,1725061500,other,y,1,5593.031976,4505.185526669017,kwh
385,14559652,1722470400,1725061500,EV,y,1,4526.76402,60.81185969664386,kwh
386,14559652,1722470400,1725061500,AC,y,1,4526.76402,1031.5684776318049,kwh
387,14559652,1722470400,1725061500,PV,n,-1,4526.76402,0.0,kwh
388,14559652,1722470400,1725061500,other,y,1,4526.76402,3434.383681409469,kwh
389,11394536,1722470400,1725061500,EV,y,1,7159.236,81.72699435911092,kwh
390,11394536,1722470400,1725061500,AC,y,1,7159.236,1262.3633331886094,kwh
391,11394536,1722470400,1725061500,PV,n,-1,7159.236,0.0,kwh
392,11394536,1722470400,1725061500,other,y,1,7159.236,5815.14567254073,kwh
393,7270098,1722470400,1725061500,EV,y,1,5603.384,60.17848517578684,kwh
394,7270098,1722470400,1725061500,AC,y,1,5603.384,997.0481307549496,kwh
395,7270098,1722470400,1725061500,PV,n,-1,5603.384,0.0,kwh
396,7270098,1722470400,1725061500,other,y,1,5603.384,4546.157383245127,kwh
397,11941122,1722470400,1725061500,EV,y,1,4175.576,52.66932717858182,kwh
398,11941122,1722470400,1725061500,AC,y,1,4175.576,913.416092066443,kwh
399,11941122,1722470400,1725061500,PV,n,-1,4175.576,0.0,kwh
400,11941122,1722470400,1725061500,other,y,1,4175.576,3209.4905776187948,kwh
401,8537986,1722470400,1725061500,EV,y,1,3418.792,48.27637421917531,kwh
402,8537986,1722470400,1725061500,AC,y,1,3418.792,848.3606959338482,kwh
403,8537986,1722470400,1725061500,PV,n,-1,3418.792,0.0,kwh
404,8537986,1722470400,1725061500,other,y,1,3418.792,2522.154927855541,kwh
405,7738251,1722470400,1725061500,EV,y,1,2267.856,46.12212581274471,kwh
406,7738251,1722470400,1725061500,AC,y,1,2267.856,780.3359193560544,kwh
407,7738251,1722470400,1725061500,PV,n,-1,2267.856,0.0,kwh
408,7738251,1722470400,1725061500,other,y,1,2267.856,1441.3979521099411,kwh
409,13903371,1722470400,1725061500,EV,y,1,6226.672,61.42669765315558,kwh
410,13903371,1722470400,1725061500,AC,y,1,6226.672,1061.7114866776128,kwh
411,13903371,1722470400,1725061500,PV,n,-1,6226.672,0.0,kwh
412,13903371,1722470400,1725061500,other,y,1,6226.672,5103.533815267329,kwh
413,13210740,1722470400,1725061500,EV,y,1,7444.016,71.7706825526304,kwh
414,13210740,1722470400,1725061500,AC,y,1,7444.016,1214.545662362121,kwh
415,13210740,1722470400,1725061500,PV,n,-1,7444.016,0.0,kwh
416,13210740,1722470400,1725061500,other,y,1,7444.016,6157.699653202091,kwh
417,12608623,1722470400,1725061500,EV,y,1,6923.576,70.16589695157924,kwh
418,12608623,1722470400,1725061500,AC,y,1,6923.576,1240.5541215099624,kwh
419,12608623,1722470400,1725061500,PV,n,-1,6923.576,0.0,kwh
420,12608623,1722470400,1725061500,other,y,1,6923.576,5612.855981254287,kwh
421,13909638,1722470400,1725061500,EV,y,1,3749.972,51.55639615480379,kwh
422,13909638,1722470400,1725061500,AC,y,1,3749.972,942.5181762832168,kwh
423,13909638,1722470400,1725061500,PV,n,-1,3749.972,0.0,kwh
424,13909638,1722470400,1725061500,other,y,1,3749.972,2755.897425249548,kwh
425,7832734,1722470400,1725061500,EV,y,1,3342.312,52.05265135223714,kwh
426,7832734,1722470400,1725061500,AC,y,1,3342.312,802.6205931932126,kwh
427,7832734,1722470400,1725061500,PV,n,-1,3342.312,0.0,kwh
428,7832734,1722470400,1725061500,other,y,1,3342.312,2487.6387535816234,kwh
429,8661308,1722470400,1725061500,EV,y,1,309.128,18.3964694491581,kwh
430,8661308,1722470400,1725061500,AC,y,1,309.128,203.2729052277916,kwh
431,8661308,1722470400,1725061500,PV,n,-1,309.128,0.0,kwh
432,8661308,1722470400,1725061500,other,y,1,309.128,87.45862310402286,kwh
433,12789431,1722470400,1725061500,EV,y,1,2798.036,45.95057937791476,kwh
434,12789431,1722470400,1725061500,AC,y,1,2798.036,714.4470291943677,kwh
435,12789431,1722470400,1725061500,PV,n,-1,2798.036,0.0,kwh
436,12789431,1722470400,1725061500,other,y,1,2798.036,2037.6383891270043,kwh
437,12174448,1722470400,1725061500,EV,y,1,24844.396,98.25688731560452,kwh
438,12174448,1722470400,1725061500,AC,y,1,24844.396,1474.023689048997,kwh
439,12174448,1722470400,1725061500,PV,n,-1,24844.396,0.0,kwh
440,12174448,1722470400,1725061500,other,y,1,24844.396,23272.11542347631,kwh
441,7323940,1722470400,1725061500,EV,y,1,3465.056,60.44374101411272,kwh
442,7323940,1722470400,1725061500,AC,y,1,3465.056,952.8653874445076,kwh
443,7323940,1722470400,1725061500,PV,n,-1,3465.056,0.0,kwh
444,7323940,1722470400,1725061500,other,y,1,3465.056,2451.746868869439,kwh
445,11348650,1722470400,1725061500,EV,y,1,684.4079999999999,28.57732407278468,kwh
446,11348650,1722470400,1725061500,AC,y,1,684.4079999999999,351.35427750946934,kwh
447,11348650,1722470400,1725061500,PV,n,-1,684.4079999999999,0.0,kwh
448,11348650,1722470400,1725061500,other,y,1,684.4079999999999,304.4763951690625,kwh
449,12151534,1722470400,1725061500,EV,y,1,3305.648,49.72573111472018,kwh
450,12151534,1722470400,1725061500,AC,y,1,3305.648,771.0348996777041,kwh
451,12151534,1722470400,1725061500,PV,n,-1,3305.648,0.0,kwh
452,12151534,1722470400,1725061500,other,y,1,3305.648,2484.8873661849507,kwh
453,8555603,1722470400,1725061500,EV,y,1,5270.184,56.11330188616506,kwh
454,8555603,1722470400,1725061500,AC,y,1,5270.184,1034.414854286876,kwh
455,8555603,1722470400,1725061500,PV,n,-1,5270.184,0.0,kwh
456,8555603,1722470400,1725061500,other,y,1,5270.184,4179.655841314822,kwh
457,11713994,1722470400,1725061500,EV,y,1,5197.956,53.94104138964994,kwh
458,11713994,1722470400,1725061500,AC,y,1,5197.956,1020.703310399864,kwh
459,11713994,1722470400,1725061500,PV,n,-1,5197.956,0.0,kwh
460,11713994,1722470400,1725061500,other,y,1,5197.956,4123.311647710363,kwh
461,11605540,1722470400,1725061500,EV,y,1,14310.504,81.41620633995639,kwh
462,11605540,1722470400,1725061500,AC,y,1,14310.504,1530.9126292505437,kwh
463,11605540,1722470400,1725061500,PV,n,-1,14310.504,0.0,kwh
464,11605540,1722470400,1725061500,other,y,1,14310.504,12698.175163659918,kwh
465,7738672,1722470400,1725061500,EV,y,1,5713.584,77.3535525265043,kwh
466,7738672,1722470400,1725061500,AC,y,1,5713.584,918.0526046814234,kwh
467,7738672,1722470400,1725061500,PV,n,-1,5713.584,0.0,kwh
468,7738672,1722470400,1725061500,other,y,1,5713.584,4718.177839783333,kwh
469,10202346,1722470400,1725061500,EV,y,1,4199.46,68.87157588783593,kwh
470,10202346,1722470400,1725061500,AC,y,1,4199.46,1039.876585318893,kwh
471,10202346,1722470400,1725061500,PV,n,-1,4199.46,0.0,kwh
472,10202346,1722470400,1725061500,other,y,1,4199.46,3090.7118367689145,kwh
473,12586034,1722470400,1725061500,EV,y,1,3364.979976,64.13034140325838,kwh
474,12586034,1722470400,1725061500,AC,y,1,3364.979976,948.8152524014748,kwh
475,12586034,1722470400,1725061500,PV,n,-1,3364.979976,0.0,kwh
476,12586034,1722470400,1725061500,other,y,1,3364.979976,2352.034380231061,kwh
477,10308875,1722470400,1725061500,EV,y,1,6507.388,71.59630631779521,kwh
478,10308875,1722470400,1725061500,AC,y,1,6507.388,1108.555600952408,kwh
479,10308875,1722470400,1725061500,PV,n,-1,6507.388,0.0,kwh
480,10308875,1722470400,1725061500,other,y,1,6507.388,5327.236091751475,kwh
481,8421126,1722470400,1725061500,EV,y,1,5739.996,51.903144213297175,kwh
482,8421126,1722470400,1725061500,AC,y,1,5739.996,1013.479754060206,kwh
483,8421126,1722470400,1725061500,PV,n,-1,5739.996,0.0,kwh
484,8421126,1722470400,1725061500,other,y,1,5739.996,4674.613099207764,kwh
485,13680750,1722470400,1725061500,EV,y,1,6064.056,63.49122531051968,kwh
486,13680750,1722470400,1725061500,AC,y,1,6064.056,1169.081489849741,kwh
487,13680750,1722470400,1725061500,PV,n,-1,6064.056,0.0,kwh
488,13680750,1722470400,1725061500,other,y,1,6064.056,4831.483283125914,kwh
489,12377785,1722470400,1725061500,EV,y,1,3250.02,59.970404921865466,kwh
490,12377785,1722470400,1725061500,AC,y,1,3250.02,896.8369903592625,kwh
491,12377785,1722470400,1725061500,PV,n,-1,3250.02,0.0,kwh
492,12377785,1722470400,1725061500,other,y,1,3250.02,2293.2126029731194,kwh
493,8094619,1722470400,1725061500,EV,y,1,899.6279999999999,29.473526556483808,kwh
494,8094619,1722470400,1725061500,AC,y,1,899.6279999999999,328.50106992213216,kwh
495,8094619,1722470400,1725061500,PV,n,-1,899.6279999999999,0.0,kwh
496,8094619,1722470400,1725061500,other,y,1,899.6279999999999,541.653401488339,kwh
497,8026467,1722470400,1725061500,EV,y,1,5246.132,48.10550224185117,kwh
498,8026467,1722470400,1725061500,AC,y,1,5246.132,844.5115744046117,kwh
499,8026467,1722470400,1725061500,PV,n,-1,5246.132,0.0,kwh
500,8026467,1722470400,1725061500,other,y,1,5246.132,4353.5149198953095,kwh
501,13579048,1722470400,1725061500,EV,y,1,4107.451968,54.80768432300378,kwh
502,13579048,1722470400,1725061500,AC,y,1,4107.451968,969.63931113012,kwh
503,13579048,1722470400,1725061500,PV,n,-1,4107.451968,0.0,kwh
504,13579048,1722470400,1725061500,other,y,1,4107.451968,3083.0049705687,kwh
505,13517103,1722470400,1725061500,EV,y,1,5573.464,56.39091118728266,kwh
506,13517103,1722470400,1725061500,AC,y,1,5573.464,1165.7873507086676,kwh
507,13517103,1722470400,1725061500,PV,n,-1,5573.464,0.0,kwh
508,13517103,1722470400,1725061500,other,y,1,5573.464,4351.285736423531,kwh
509,7545816,1722470400,1725061500,EV,y,1,5052.96,69.9353339748826,kwh
510,7545816,1722470400,1725061500,AC,y,1,5052.96,1101.9589431794227,kwh
511,7545816,1722470400,1725061500,PV,n,-1,5052.96,0.0,kwh
512,7545816,1722470400,1725061500,other,y,1,5052.96,3881.065720118505,kwh
513,8357720,1722470400,1725061500,EV,y,1,3611.408,56.2369186749213,kwh
514,8357720,1722470400,1725061500,AC,y,1,3611.408,925.947637203804,kwh
515,8357720,1722470400,1725061500,PV,n,-1,3611.408,0.0,kwh
516,8357720,1722470400,1725061500,other,y,1,3611.408,2629.223441272361,kwh
517,9571560,1722470400,1725061500,EV,y,1,5155.407999999999,67.36272407657553,kwh
518,9571560,1722470400,1725061500,AC,y,1,5155.407999999999,1011.1200856398908,kwh
519,9571560,1722470400,1725061500,PV,n,-1,5155.407999999999,0.0,kwh
520,9571560,1722470400,1725061500,other,y,1,5155.407999999999,4076.925188325967,kwh
521,7515788,1722470400,1725061500,EV,y,1,4158.912,60.83066970968171,kwh
522,7515788,1722470400,1725061500,AC,y,1,4158.912,877.3640263289319,kwh
523,7515788,1722470400,1725061500,PV,n,-1,4158.912,0.0,kwh
524,7515788,1722470400,1725061500,other,y,1,4158.912,3220.71730139523,kwh
525,13775983,1722470400,1725061500,EV,y,1,10819.216,81.07574642009152,kwh
526,13775983,1722470400,1725061500,AC,y,1,10819.216,1355.42037138424,kwh
527,13775983,1722470400,1725061500,PV,n,-1,10819.216,0.0,kwh
528,13775983,1722470400,1725061500,other,y,1,10819.216,9382.719881353129,kwh
529,14069889,1722470400,1725061500,EV,y,1,6139.744,71.50760873768658,kwh
530,14069889,1722470400,1725061500,AC,y,1,6139.744,1150.4998000207866,kwh
531,14069889,1722470400,1725061500,PV,n,-1,6139.744,0.0,kwh
532,14069889,1722470400,1725061500,other,y,1,6139.744,4917.7365900831655,kwh
533,8575794,1722470400,1725061500,EV,y,1,9793.84,77.18902323676332,kwh
534,8575794,1722470400,1725061500,AC,y,1,9793.84,1333.1424527971878,kwh
535,8575794,1722470400,1725061500,PV,n,-1,9793.84,0.0,kwh
536,8575794,1722470400,1725061500,other,y,1,9793.84,8383.508522411346,kwh
537,7986493,1722470400,1725061500,EV,y,1,5880.608,53.38523910901704,kwh
538,7986493,1722470400,1725061500,AC,y,1,5880.608,1079.4472088826692,kwh
539,7986493,1722470400,1725061500,PV,n,-1,5880.608,0.0,kwh
540,7986493,1722470400,1725061500,other,y,1,5880.608,4747.77555151148,kwh
541,7596571,1722470400,1725061500,EV,y,1,1615.176,40.58200705244177,kwh
542,7596571,1722470400,1725061500,AC,y,1,1615.176,566.8610180226433,kwh
543,7596571,1722470400,1725061500,PV,n,-1,1615.176,0.0,kwh
544,7596571,1722470400,1725061500,other,y,1,1615.176,1007.7329717079996,kwh
545,7575123,1722470400,1725061500,EV,y,1,2334.776,53.89373180741551,kwh
546,7575123,1722470400,1725061500,AC,y,1,2334.776,807.4374576425074,kwh
547,7575123,1722470400,1725061500,PV,n,-1,2334.776,0.0,kwh
548,7575123,1722470400,1725061500,other,y,1,2334.776,1473.4448075497255,kwh
549,8727347,1722470400,1725061500,EV,y,1,10985.28,85.55207877383648,kwh
550,8727347,1722470400,1725061500,AC,y,1,10985.28,1367.3056841420887,kwh
551,8727347,1722470400,1725061500,PV,n,-1,10985.28,0.0,kwh
552,8727347,1722470400,1725061500,other,y,1,10985.28,9532.422237352826,kwh
553,13823545,1722470400,1725061500,EV,y,1,3727.66,47.29501977798688,kwh
554,13823545,1722470400,1725061500,AC,y,1,3727.66,888.0045099306982,kwh
555,13823545,1722470400,1725061500,PV,n,-1,3727.66,0.0,kwh
556,13823545,1722470400,1725061500,other,y,1,3727.66,2792.3604689102,kwh
557,7336978,1722470400,1725061500,EV,y,1,2147.2,51.280522831272094,kwh
558,7336978,1722470400,1725061500,AC,y,1,2147.2,731.7761260954078,kwh
559,7336978,1722470400,1725061500,PV,n,-1,2147.2,0.0,kwh
560,7336978,1722470400,1725061500,other,y,1,2147.2,1364.143348010204,kwh
561,7126059,1722470400,1725061500,EV,y,1,4001.816,59.1623198221602,kwh
562,7126059,1722470400,1725061500,AC,y,1,4001.816,970.9883877819371,kwh
563,7126059,1722470400,1725061500,PV,n,-1,4001.816,0.0,kwh
564,7126059,1722470400,1725061500,other,y,1,4001.816,2971.6652902265496,kwh
565,13378108,1722470400,1725061500,EV,y,1,3912.712,53.81954135101139,kwh
566,13378108,1722470400,1725061500,AC,y,1,3912.712,908.2546109326224,kwh
567,13378108,1722470400,1725061500,PV,n,-1,3912.712,0.0,kwh
568,13378108,1722470400,1725061500,other,y,1,3912.712,2950.637843827516,kwh
569,12534676,1722470400,1725061500,EV,y,1,4918.88,68.83000885642937,kwh
570,12534676,1722470400,1725061500,AC,y,1,4918.88,1043.397076926089,kwh
571,12534676,1722470400,1725061500,PV,n,-1,4918.88,0.0,kwh
572,12534676,1722470400,1725061500,other,y,1,4918.88,3806.652912513722,kwh
573,14300694,1722470400,1725061500,EV,y,1,4654.856,69.01941531944878,kwh
574,14300694,1722470400,1725061500,AC,y,1,4654.856,1109.7503362789807,kwh
575,14300694,1722470400,1725061500,PV,n,-1,4654.856,0.0,kwh
576,14300694,1722470400,1725061500,other,y,1,4654.856,3476.0862474808587,kwh
577,11960299,1722470400,1725061500,EV,y,1,4437.448,54.06928804341533,kwh
578,11960299,1722470400,1725061500,AC,y,1,4437.448,952.4888417957776,kwh
579,11960299,1722470400,1725061500,PV,n,-1,4437.448,0.0,kwh
580,11960299,1722470400,1725061500,other,y,1,4437.448,3430.889867976064,kwh
581,11920671,1722470400,1725061500,EV,y,1,3417.912,54.31241548093296,kwh
582,11920671,1722470400,1725061500,AC,y,1,3417.912,1026.047887630306,kwh
583,11920671,1722470400,1725061500,PV,n,-1,3417.912,0.0,kwh
584,11920671,1722470400,1725061500,other,y,1,3417.912,2337.5516944712062,kwh
585,7522275,1722470400,1725061500,EV,y,1,4732.44,69.93957136375641,kwh
586,7522275,1722470400,1725061500,AC,y,1,4732.44,851.0301146659068,kwh
587,7522275,1722470400,1725061500,PV,n,-1,4732.44,0.0,kwh
588,7522275,1722470400,1725061500,other,y,1,4732.44,3811.470311429732,kwh
589,7570748,1722470400,1725061500,EV,y,1,1089.16,34.65461856907784,kwh
590,7570748,1722470400,1725061500,AC,y,1,1089.16,504.0828273582989,kwh
591,7570748,1722470400,1725061500,PV,n,-1,1089.16,0.0,kwh
592,7570748,1722470400,1725061500,other,y,1,1089.16,550.4225506083286,kwh
593,7687942,1722470400,1725061500,EV,y,1,5571.60798,56.53298336647112,kwh
594,7687942,1722470400,1725061500,AC,y,1,5571.60798,1041.8923224038078,kwh
595,7687942,1722470400,1725061500,PV,n,-1,5571.60798,0.0,kwh
596,7687942,1722470400,1725061500,other,y,1,5571.60798,4473.182672215933,kwh
597,13817440,1722470400,1725061500,EV,y,1,3817.028,55.11760175540781,kwh
598,13817440,1722470400,1725061500,AC,y,1,3817.028,911.3316447491916,kwh
599,13817440,1722470400,1725061500,PV,n,-1,3817.028,0.0,kwh
600,13817440,1722470400,1725061500,other,y,1,3817.028,2850.5787513514338,kwh
601,8667028,1722470400,1725061500,EV,y,1,7581.271979999999,60.92356076042786,kwh
602,8667028,1722470400,1725061500,AC,y,1,7581.271979999999,1115.5526536596503,kwh
603,8667028,1722470400,1725061500,PV,n,-1,7581.271979999999,0.0,kwh
604,8667028,1722470400,1725061500,other,y,1,7581.271979999999,6404.795763658129,kwh
605,12129607,1722470400,1725061500,EV,y,1,8388.807999999999,67.82588240864004,kwh
606,12129607,1722470400,1725061500,AC,y,1,8388.807999999999,1133.079956661426,kwh
607,12129607,1722470400,1725061500,PV,n,-1,8388.807999999999,0.0,kwh
608,12129607,1722470400,1725061500,other,y,1,8388.807999999999,7187.902159116761,kwh
609,13301390,1722470400,1725061500,EV,y,1,3903.7,52.29126346935906,kwh
610,13301390,1722470400,1725061500,AC,y,1,3903.7,916.5413326946028,kwh
611,13301390,1722470400,1725061500,PV,n,-1,3903.7,0.0,kwh
612,13301390,1722470400,1725061500,other,y,1,3903.7,2934.86740145058,kwh
613,14606919,1722470400,1725061500,EV,y,1,8013.664,67.64766769923166,kwh
614,14606919,1722470400,1725061500,AC,y,1,8013.664,1175.7727467433526,kwh
615,14606919,1722470400,1725061500,PV,n,-1,8013.664,0.0,kwh
616,14606919,1722470400,1725061500,other,y,1,8013.664,6770.243583835261,kwh
617,10674534,1722470400,1725061500,EV,y,1,7931.472,55.386224646043765,kwh
618,10674534,1722470400,1725061500,AC,y,1,7931.472,804.0116894295894,kwh
619,10674534,1722470400,1725061500,PV,n,-1,7931.472,0.0,kwh
620,10674534,1722470400,1725061500,other,y,1,7931.472,7072.074085305532,kwh
621,13823574,1722470400,1725061500,EV,y,1,5944.192,68.203822138809,kwh
622,13823574,1722470400,1725061500,AC,y,1,5944.192,1121.7305231070131,kwh
623,13823574,1722470400,1725061500,PV,n,-1,5944.192,0.0,kwh
624,13823574,1722470400,1725061500,other,y,1,5944.192,4754.257654029294,kwh
625,10923459,1722470400,1725061500,EV,y,1,7247.516,72.97165856152596,kwh
626,10923459,1722470400,1725061500,AC,y,1,7247.516,1214.8078367153662,kwh
627,10923459,1722470400,1725061500,PV,n,-1,7247.516,0.0,kwh
628,10923459,1722470400,1725061500,other,y,1,7247.516,5959.736504163451,kwh
629,8312851,1722470400,1725061500,EV,y,1,1675.044,42.981947263237366,kwh
630,8312851,1722470400,1725061500,AC,y,1,1675.044,547.9244534570362,kwh
631,8312851,1722470400,1725061500,PV,n,-1,1675.044,0.0,kwh
632,8312851,1722470400,1725061500,other,y,1,1675.044,1084.1375958585531,kwh
633,14504287,1722470400,1725061500,EV,y,1,4549.584,53.14631089367462,kwh
634,14504287,1722470400,1725061500,AC,y,1,4549.584,939.8702906468956,kwh
635,14504287,1722470400,1725061500,PV,n,-1,4549.584,0.0,kwh
636,14504287,1722470400,1725061500,other,y,1,4549.584,3556.5673958702014,kwh
637,8555134,1722470400,1725061500,EV,y,1,5353.412,57.20578036940457,kwh
638,8555134,1722470400,1725061500,AC,y,1,5353.412,790.8520587256935,kwh
